ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,calculated_property_age,investment_score,good_investment,future_price_5yrs
192792,Punjab,Ludhiana,Locality_388,Independent House,1,724,484.56,0.67,2012,Unfurnished,13,1,13,1,8,,No,No,Playground,South,Builder,Under_Construction,13,,0,
179754,Odisha,Bhubaneswar,Locality_238,Independent House,4,1673,53.92,0.03,1997,Semi-furnished,13,21,28,7,2,,Yes,Yes,"Gym, Garden, Pool, Clubhouse",South,Owner,Ready_to_Move,28,,0,
205226,Haryana,Faridabad,Locality_235,Villa,4,1147,191.66,0.17,2018,Unfurnished,12,13,7,7,9,,No,No,"Playground, Gym, Clubhouse",East,Broker,Ready_to_Move,7,,0,
6107,Tamil Nadu,Coimbatore,Locality_191,Apartment,2,2723,127.58,0.05,1999,Semi-furnished,25,18,26,2,4,,Yes,No,"Gym, Playground, Clubhouse, Garden",West,Broker,Ready_to_Move,26,,0,
201626,Tamil Nadu,Chennai,Locality_71,Villa,5,4555,180.06,0.04,2018,Semi-furnished,17,24,7,5,2,,No,No,"Playground, Garden, Gym",North,Owner,Under_Construction,7,,0,
193785,Uttarakhand,Dehradun,Locality_408,Apartment,2,786,443.39,0.56,2021,Furnished,17,26,4,10,2,,No,No,"Clubhouse, Pool, Garden, Playground",East,Owner,Ready_to_Move,4,,0,
77626,Odisha,Bhubaneswar,Locality_213,Villa,4,4040,107.88,0.03,1994,Unfurnished,25,16,31,6,6,,Yes,Yes,"Gym, Playground, Garden",North,Broker,Ready_to_Move,31,,0,
188856,Madhya Pradesh,Indore,Locality_68,Apartment,2,865,292.05,0.34,2013,Semi-furnished,24,18,12,2,6,,No,No,"Playground, Gym, Garden, Clubhouse",West,Builder,Under_Construction,12,,0,
13950,Delhi,New Delhi,Locality_181,Villa,1,2740,261.67,0.1,2017,Semi-furnished,11,8,8,4,8,,Yes,No,"Clubhouse, Playground",South,Owner,Ready_to_Move,8,,0,
15846,Gujarat,Ahmedabad,Locality_315,Villa,4,2419,82.82,0.03,2007,Unfurnished,11,29,18,3,9,,Yes,Yes,"Playground, Garden",East,Broker,Under_Construction,18,,0,
161726,Punjab,Ludhiana,Locality_204,Independent House,2,3214,70.81,0.02,2010,Furnished,0,18,15,4,9,,No,No,Gym,South,Broker,Ready_to_Move,15,,0,
244205,Jharkhand,Ranchi,Locality_216,Independent House,2,2284,426.09,0.19,2016,Semi-furnished,11,10,9,7,8,,No,No,"Clubhouse, Garden, Playground, Pool, Gym",West,Builder,Ready_to_Move,9,,0,
8747,Bihar,Gaya,Locality_472,Villa,2,2142,115.94,0.05,2014,Furnished,8,6,11,2,7,,No,Yes,"Playground, Pool, Clubhouse",East,Broker,Ready_to_Move,11,,0,
219813,Jharkhand,Ranchi,Locality_5,Villa,1,4130,200.39,0.05,1997,Semi-furnished,29,1,28,8,4,,No,Yes,"Gym, Garden, Pool",West,Broker,Under_Construction,28,,0,
173822,Assam,Silchar,Locality_98,Apartment,5,2492,136.31,0.05,2020,Furnished,22,21,5,10,8,,Yes,No,"Playground, Garden, Pool, Gym",South,Builder,Under_Construction,5,,0,
40575,Andhra Pradesh,Vijayawada,Locality_104,Apartment,4,1542,398.81,0.26,2005,Unfurnished,27,9,20,6,10,,Yes,No,Gym,East,Owner,Under_Construction,20,,0,
76039,Tamil Nadu,Chennai,Locality_368,Independent House,5,2546,227.16,0.09,2022,Semi-furnished,21,4,3,1,7,,No,Yes,"Garden, Clubhouse, Pool",North,Builder,Under_Construction,3,,0,
219481,Chhattisgarh,Bilaspur,Locality_26,Apartment,3,930,406.73,0.44,1994,Unfurnished,4,15,31,1,1,,Yes,No,"Gym, Clubhouse, Playground, Pool, Garden",West,Broker,Under_Construction,31,,0,
211668,Assam,Silchar,Locality_490,Apartment,4,3950,44.28,0.01,2011,Furnished,14,1,14,9,5,,Yes,No,Playground,North,Broker,Under_Construction,14,,0,
54920,Haryana,Gurgaon,Locality_183,Villa,5,4241,492.27,0.12,1990,Unfurnished,7,18,35,1,9,,No,No,Clubhouse,West,Owner,Ready_to_Move,35,,0,
245963,Delhi,Dwarka,Locality_264,Independent House,3,2822,113.38,0.04,1998,Furnished,28,10,27,7,2,,Yes,Yes,"Pool, Gym, Garden",West,Broker,Ready_to_Move,27,,0,
141548,Odisha,Bhubaneswar,Locality_56,Villa,5,2883,264.79,0.09,1993,Semi-furnished,30,3,32,5,3,,No,No,Gym,North,Owner,Ready_to_Move,32,,0,
249048,Punjab,Ludhiana,Locality_318,Villa,2,4440,97.87,0.02,2011,Unfurnished,29,6,14,7,6,,No,No,"Playground, Clubhouse, Gym, Pool, Garden",North,Broker,Under_Construction,14,,0,
126994,Rajasthan,Jaipur,Locality_173,Independent House,2,3917,39.98,0.01,2021,Semi-furnished,8,3,4,3,4,,Yes,No,Clubhouse,West,Owner,Ready_to_Move,4,,0,
73909,Jharkhand,Ranchi,Locality_408,Apartment,2,2128,125.79,0.06,2007,Furnished,19,7,18,3,3,,No,Yes,"Gym, Clubhouse, Pool, Playground",East,Broker,Under_Construction,18,,0,
68101,Haryana,Faridabad,Locality_72,Apartment,4,2889,76.01,0.03,2006,Semi-furnished,6,20,19,2,3,,Yes,No,"Garden, Pool",West,Broker,Ready_to_Move,19,,0,
115854,Telangana,Hyderabad,Locality_102,Villa,3,2308,435.51,0.19,2005,Unfurnished,13,11,20,2,7,,No,No,"Pool, Clubhouse, Gym, Garden",West,Broker,Ready_to_Move,20,,0,
61229,Karnataka,Mysore,Locality_73,Independent House,1,876,51.34,0.06,1999,Furnished,3,1,26,3,6,,Yes,Yes,"Garden, Playground, Gym",East,Owner,Ready_to_Move,26,,0,
38570,Bihar,Patna,Locality_441,Villa,5,4573,216.31,0.05,1990,Unfurnished,18,5,35,9,3,,No,Yes,Garden,North,Owner,Ready_to_Move,35,,0,
598,Chhattisgarh,Bilaspur,Locality_152,Independent House,3,4844,223.38,0.05,1996,Unfurnished,28,20,29,2,7,,Yes,No,"Pool, Playground, Gym, Clubhouse, Garden",East,Owner,Ready_to_Move,29,,0,
81140,Gujarat,Surat,Locality_223,Villa,3,1864,422.25,0.23,2018,Unfurnished,21,22,7,5,8,,No,No,"Garden, Gym",West,Broker,Ready_to_Move,7,,0,
178398,Tamil Nadu,Coimbatore,Locality_320,Independent House,3,2790,114.19,0.04,2014,Semi-furnished,26,18,11,1,9,,No,Yes,Clubhouse,West,Builder,Ready_to_Move,11,,0,
206295,Haryana,Gurgaon,Locality_392,Apartment,5,3595,38.34,0.01,2006,Semi-furnished,16,5,19,10,3,,Yes,No,"Pool, Playground, Clubhouse, Gym, Garden",North,Builder,Under_Construction,19,,0,
165472,Chhattisgarh,Raipur,Locality_162,Apartment,2,3790,342.46,0.09,2009,Unfurnished,10,17,16,6,3,,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",North,Owner,Ready_to_Move,16,,0,
187538,Telangana,Hyderabad,Locality_417,Independent House,3,4846,88.39,0.02,1993,Furnished,6,2,32,2,3,,Yes,No,"Clubhouse, Pool, Garden, Playground",South,Broker,Under_Construction,32,,0,
133797,Punjab,Ludhiana,Locality_33,Apartment,4,876,438.44,0.5,2012,Furnished,5,29,13,2,8,,No,No,"Pool, Garden, Gym",South,Broker,Ready_to_Move,13,,0,
105031,Karnataka,Mysore,Locality_297,Villa,5,1006,242.84,0.24,2020,Unfurnished,12,7,5,10,2,,Yes,No,Garden,South,Broker,Ready_to_Move,5,,0,
68196,Delhi,Dwarka,Locality_126,Villa,4,4606,154.64,0.03,2019,Unfurnished,21,3,6,8,1,,No,No,"Pool, Garden, Playground, Clubhouse, Gym",North,Owner,Under_Construction,6,,0,
36144,Karnataka,Mysore,Locality_171,Independent House,1,1443,357.84,0.25,1991,Semi-furnished,9,1,34,5,1,,Yes,No,"Garden, Pool, Playground, Clubhouse, Gym",North,Owner,Under_Construction,34,,0,
212480,West Bengal,Durgapur,Locality_154,Apartment,4,2492,364.23,0.15,2019,Unfurnished,4,8,6,2,9,,No,Yes,"Gym, Pool",North,Owner,Under_Construction,6,,0,
151857,Telangana,Hyderabad,Locality_1,Apartment,3,4382,376.97,0.09,1991,Unfurnished,8,23,34,1,10,,No,Yes,"Playground, Clubhouse",West,Owner,Under_Construction,34,,0,
231577,Rajasthan,Jodhpur,Locality_159,Independent House,1,1781,464.87,0.26,2006,Furnished,3,10,19,1,9,,No,No,"Pool, Playground, Gym",West,Broker,Under_Construction,19,,0,
85907,Telangana,Warangal,Locality_405,Villa,3,1228,405.88,0.33,2009,Furnished,29,2,16,4,7,,Yes,No,Playground,South,Builder,Under_Construction,16,,0,
88514,Rajasthan,Jodhpur,Locality_48,Apartment,4,967,43.25,0.04,2016,Furnished,23,14,9,10,1,,Yes,Yes,"Garden, Clubhouse, Gym",East,Owner,Ready_to_Move,9,,0,
34069,Rajasthan,Jaipur,Locality_12,Independent House,1,2014,70.23,0.03,2001,Semi-furnished,30,5,24,1,6,,No,Yes,"Clubhouse, Gym, Playground",West,Owner,Ready_to_Move,24,,0,
81150,Punjab,Amritsar,Locality_77,Independent House,2,3017,57.53,0.02,2022,Unfurnished,25,30,3,3,3,,No,Yes,Clubhouse,North,Broker,Under_Construction,3,,0,
122092,Maharashtra,Mumbai,Locality_100,Apartment,5,2350,319.9,0.14,1995,Semi-furnished,10,20,30,6,2,,Yes,No,"Clubhouse, Pool",West,Builder,Under_Construction,30,,0,
47714,Kerala,Trivandrum,Locality_468,Apartment,4,4894,194.53,0.04,2022,Unfurnished,23,3,3,9,3,,No,No,"Playground, Clubhouse, Pool, Gym, Garden",East,Owner,Ready_to_Move,3,,0,
133355,Andhra Pradesh,Vishakhapatnam,Locality_172,Apartment,5,3937,383.03,0.1,2012,Unfurnished,8,7,13,7,7,,No,Yes,Pool,South,Broker,Ready_to_Move,13,,0,
93812,Chhattisgarh,Bilaspur,Locality_46,Apartment,1,4313,15.2,0.0,2018,Semi-furnished,9,23,7,7,2,,Yes,No,"Gym, Garden, Pool",North,Broker,Under_Construction,7,,0,
148408,Delhi,Dwarka,Locality_374,Apartment,3,3661,70.51,0.02,2006,Semi-furnished,8,10,19,10,1,,Yes,Yes,"Clubhouse, Gym, Pool, Garden, Playground",West,Builder,Under_Construction,19,,0,
58865,Andhra Pradesh,Vishakhapatnam,Locality_445,Villa,2,2663,108.94,0.04,2013,Semi-furnished,14,21,12,10,4,,Yes,Yes,"Garden, Playground",South,Owner,Under_Construction,12,,0,
181286,Haryana,Gurgaon,Locality_290,Independent House,2,735,288.36,0.39,2007,Unfurnished,5,6,18,3,3,,Yes,Yes,"Garden, Gym, Pool",West,Broker,Ready_to_Move,18,,0,
181721,Punjab,Ludhiana,Locality_97,Villa,1,1128,157.98,0.14,2005,Semi-furnished,26,13,20,6,7,,Yes,Yes,"Playground, Garden, Clubhouse, Gym",West,Broker,Ready_to_Move,20,,0,
243107,Assam,Silchar,Locality_385,Villa,2,3810,449.56,0.12,1999,Unfurnished,24,4,26,8,4,,No,No,Garden,South,Broker,Ready_to_Move,26,,0,
9586,Gujarat,Surat,Locality_117,Apartment,4,840,268.03,0.32,2023,Semi-furnished,15,26,2,5,9,,Yes,No,"Garden, Pool, Gym, Playground, Clubhouse",West,Broker,Under_Construction,2,,0,
40371,Maharashtra,Pune,Locality_426,Villa,4,1090,335.7,0.31,1997,Furnished,23,7,28,4,10,,Yes,Yes,"Playground, Clubhouse, Pool",North,Owner,Under_Construction,28,,0,
74546,Telangana,Warangal,Locality_230,Independent House,3,888,35.81,0.04,2013,Unfurnished,23,4,12,1,1,,No,No,"Playground, Garden",West,Builder,Ready_to_Move,12,,0,
13469,Odisha,Cuttack,Locality_261,Villa,3,510,146.43,0.29,2014,Unfurnished,4,22,11,2,8,,Yes,No,"Gym, Clubhouse, Garden, Playground, Pool",South,Builder,Ready_to_Move,11,,0,
194174,Gujarat,Surat,Locality_331,Villa,5,3550,131.79,0.04,2023,Furnished,21,12,2,3,6,,No,Yes,"Garden, Playground",West,Broker,Under_Construction,2,,0,
37960,Jharkhand,Jamshedpur,Locality_111,Independent House,1,3174,11.16,0.0,2017,Semi-furnished,30,26,8,7,8,,No,Yes,"Clubhouse, Pool, Gym, Garden",South,Owner,Ready_to_Move,8,,0,
2430,Chhattisgarh,Bilaspur,Locality_495,Independent House,4,3938,48.68,0.01,2005,Semi-furnished,14,13,20,5,9,,Yes,Yes,"Garden, Gym, Pool, Playground, Clubhouse",East,Owner,Ready_to_Move,20,,0,
84895,Uttar Pradesh,Noida,Locality_473,Apartment,5,2360,132.42,0.06,1991,Semi-furnished,3,13,34,5,7,,No,No,"Garden, Playground, Clubhouse, Gym",South,Builder,Under_Construction,34,,0,
55266,Assam,Silchar,Locality_394,Independent House,3,2010,370.98,0.18,1999,Semi-furnished,15,5,26,9,9,,No,No,"Gym, Playground, Clubhouse",South,Broker,Ready_to_Move,26,,0,
37801,Chhattisgarh,Bilaspur,Locality_187,Villa,5,558,161.39,0.29,2000,Semi-furnished,24,21,25,3,1,,Yes,No,"Garden, Pool, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move,25,,0,
231815,Punjab,Ludhiana,Locality_63,Apartment,5,1827,187.05,0.1,2011,Semi-furnished,20,8,14,3,6,,Yes,Yes,"Gym, Garden, Playground",North,Builder,Under_Construction,14,,0,
239116,Chhattisgarh,Raipur,Locality_430,Apartment,1,3012,135.88,0.05,2016,Unfurnished,2,10,9,3,4,,Yes,No,Clubhouse,South,Broker,Ready_to_Move,9,,0,
201011,Andhra Pradesh,Vijayawada,Locality_344,Villa,5,619,469.09,0.76,2012,Furnished,19,4,13,6,2,,Yes,Yes,"Playground, Gym, Clubhouse, Pool",East,Owner,Under_Construction,13,,0,
150443,Maharashtra,Pune,Locality_34,Apartment,1,831,21.8,0.03,2020,Semi-furnished,2,18,5,7,5,,Yes,No,"Clubhouse, Pool",South,Builder,Ready_to_Move,5,,0,
109039,Uttarakhand,Haridwar,Locality_241,Villa,2,1958,88.19,0.05,1997,Furnished,15,29,28,1,4,,No,No,"Gym, Clubhouse, Playground, Pool",East,Owner,Under_Construction,28,,0,
22334,Madhya Pradesh,Indore,Locality_382,Apartment,5,773,418.45,0.54,1993,Furnished,0,13,32,5,1,,No,No,"Gym, Garden, Clubhouse, Playground, Pool",West,Broker,Under_Construction,32,,0,
230030,Tamil Nadu,Coimbatore,Locality_309,Independent House,5,4135,158.04,0.04,2016,Furnished,19,15,9,6,9,,Yes,Yes,"Clubhouse, Gym",West,Builder,Under_Construction,9,,0,
230759,West Bengal,Kolkata,Locality_247,Apartment,1,686,360.52,0.53,2005,Semi-furnished,19,8,20,6,7,,Yes,Yes,"Gym, Clubhouse, Pool",East,Builder,Under_Construction,20,,0,
97235,Uttarakhand,Haridwar,Locality_482,Independent House,3,2929,332.19,0.11,1994,Unfurnished,10,17,31,8,4,,No,No,"Garden, Playground",North,Builder,Ready_to_Move,31,,0,
138470,West Bengal,Durgapur,Locality_188,Independent House,2,3469,111.05,0.03,1990,Semi-furnished,0,29,35,1,8,,No,No,"Gym, Pool",East,Owner,Ready_to_Move,35,,0,
228610,Jharkhand,Ranchi,Locality_159,Independent House,4,2416,388.09,0.16,2020,Furnished,5,17,5,6,9,,Yes,Yes,"Gym, Garden, Pool, Playground",East,Owner,Under_Construction,5,,0,
89816,Delhi,Dwarka,Locality_289,Apartment,2,1588,249.74,0.16,2015,Semi-furnished,15,4,10,2,7,,Yes,No,"Gym, Pool, Playground, Clubhouse",East,Broker,Ready_to_Move,10,,0,
22354,Delhi,Dwarka,Locality_289,Villa,3,4350,441.32,0.1,2013,Furnished,27,28,12,2,6,,No,No,"Playground, Garden, Pool",West,Broker,Under_Construction,12,,0,
135617,Karnataka,Mangalore,Locality_436,Apartment,4,1982,379.43,0.19,2012,Semi-furnished,29,27,13,5,5,,No,Yes,"Playground, Gym, Clubhouse, Garden, Pool",West,Builder,Under_Construction,13,,0,
110078,Karnataka,Mangalore,Locality_321,Villa,3,4609,98.93,0.02,2009,Furnished,5,17,16,7,4,,No,No,"Clubhouse, Garden",South,Owner,Under_Construction,16,,0,
204761,Gujarat,Surat,Locality_384,Villa,4,4942,452.73,0.09,2021,Furnished,17,9,4,3,6,,No,Yes,"Playground, Pool, Garden",West,Broker,Under_Construction,4,,0,
66188,Jharkhand,Jamshedpur,Locality_295,Apartment,4,2828,408.73,0.14,2000,Semi-furnished,19,1,25,10,9,,No,Yes,"Playground, Pool, Garden, Gym, Clubhouse",East,Builder,Ready_to_Move,25,,0,
168284,Maharashtra,Mumbai,Locality_354,Apartment,5,652,16.46,0.03,1990,Unfurnished,14,8,35,10,5,,No,Yes,"Garden, Clubhouse, Gym, Playground",West,Owner,Ready_to_Move,35,,0,
74313,Punjab,Ludhiana,Locality_88,Apartment,4,722,294.53,0.41,2003,Semi-furnished,0,16,22,3,3,,No,No,"Playground, Clubhouse, Pool, Gym",East,Owner,Ready_to_Move,22,,0,
204015,Maharashtra,Nagpur,Locality_422,Independent House,1,2544,427.04,0.17,1998,Semi-furnished,28,21,27,8,4,,Yes,Yes,"Pool, Clubhouse",East,Builder,Under_Construction,27,,0,
209928,Assam,Guwahati,Locality_178,Apartment,3,2263,354.02,0.16,2020,Furnished,2,22,5,4,7,,Yes,Yes,"Gym, Garden, Playground",West,Builder,Ready_to_Move,5,,0,
244333,Karnataka,Mysore,Locality_16,Villa,1,2274,388.7,0.17,1995,Unfurnished,27,14,30,4,4,,Yes,No,"Gym, Playground, Pool",North,Broker,Under_Construction,30,,0,
61280,Uttar Pradesh,Lucknow,Locality_274,Independent House,4,972,442.74,0.46,2003,Unfurnished,0,23,22,6,7,,No,Yes,"Pool, Gym",West,Broker,Under_Construction,22,,0,
231879,Haryana,Faridabad,Locality_106,Apartment,3,4272,148.13,0.03,2005,Furnished,4,15,20,5,9,,Yes,Yes,Garden,East,Owner,Under_Construction,20,,0,
100754,Chhattisgarh,Raipur,Locality_402,Independent House,4,774,106.53,0.14,2002,Furnished,24,21,23,10,5,,Yes,No,Pool,East,Owner,Under_Construction,23,,0,
48784,Odisha,Cuttack,Locality_294,Villa,4,4372,484.3,0.11,2001,Semi-furnished,3,12,24,8,2,,Yes,No,"Garden, Gym",West,Builder,Under_Construction,24,,0,
19430,Chhattisgarh,Raipur,Locality_24,Independent House,3,3130,170.08,0.05,2012,Unfurnished,28,15,13,4,8,,Yes,Yes,"Gym, Playground",South,Builder,Ready_to_Move,13,,0,
11130,Gujarat,Surat,Locality_473,Villa,2,2855,277.19,0.1,1996,Furnished,1,26,29,7,7,,Yes,No,Pool,East,Owner,Ready_to_Move,29,,0,
128356,West Bengal,Kolkata,Locality_143,Independent House,5,3336,295.44,0.09,1992,Furnished,3,27,33,5,10,,No,No,"Garden, Playground, Gym",West,Builder,Under_Construction,33,,0,
123784,Jharkhand,Ranchi,Locality_289,Apartment,2,4549,151.66,0.03,2012,Semi-furnished,6,17,13,1,3,,Yes,No,"Pool, Playground",South,Broker,Under_Construction,13,,0,
157917,Tamil Nadu,Coimbatore,Locality_416,Independent House,5,4442,322.29,0.07,2003,Unfurnished,21,25,22,8,10,,No,No,"Gym, Pool",West,Owner,Ready_to_Move,22,,0,
64392,Haryana,Faridabad,Locality_485,Apartment,4,3992,413.7,0.1,1990,Furnished,23,9,35,6,5,,Yes,No,"Clubhouse, Garden, Playground, Gym, Pool",North,Builder,Under_Construction,35,,0,
2993,Madhya Pradesh,Bhopal,Locality_387,Apartment,1,1207,328.1,0.27,2008,Unfurnished,20,9,17,8,3,,Yes,Yes,"Garden, Gym, Playground",North,Builder,Under_Construction,17,,0,
236597,Uttarakhand,Dehradun,Locality_478,Independent House,2,2551,389.96,0.15,2015,Semi-furnished,23,11,10,9,7,,Yes,No,"Clubhouse, Garden",North,Owner,Ready_to_Move,10,,0,
177277,Jharkhand,Ranchi,Locality_273,Independent House,2,4929,290.12,0.06,1995,Unfurnished,23,26,30,9,3,,Yes,No,"Clubhouse, Gym, Playground",East,Owner,Ready_to_Move,30,,0,
239042,Telangana,Warangal,Locality_419,Apartment,4,1817,300.32,0.17,1999,Furnished,25,20,26,8,6,,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Broker,Ready_to_Move,26,,0,
148256,Uttar Pradesh,Lucknow,Locality_29,Villa,2,1152,29.5,0.03,2009,Semi-furnished,4,20,16,7,10,,No,Yes,Gym,North,Builder,Ready_to_Move,16,,0,
83875,Madhya Pradesh,Bhopal,Locality_116,Villa,3,1966,333.27,0.17,2014,Furnished,2,29,11,4,6,,Yes,Yes,Pool,East,Builder,Ready_to_Move,11,,0,
110063,Chhattisgarh,Bilaspur,Locality_400,Villa,1,3707,220.65,0.06,2015,Unfurnished,9,9,10,5,5,,No,Yes,"Pool, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move,10,,0,
124750,Telangana,Warangal,Locality_224,Independent House,4,4105,402.41,0.1,2003,Unfurnished,12,29,22,3,9,,Yes,Yes,"Clubhouse, Pool, Playground, Garden",West,Broker,Under_Construction,22,,0,
187524,Chhattisgarh,Raipur,Locality_188,Villa,3,2981,204.93,0.07,2000,Semi-furnished,10,27,25,6,4,,Yes,Yes,"Playground, Pool, Clubhouse, Garden, Gym",North,Owner,Under_Construction,25,,0,
229195,Uttar Pradesh,Noida,Locality_239,Independent House,5,2894,194.48,0.07,2020,Furnished,11,25,5,10,5,,No,Yes,Clubhouse,East,Broker,Under_Construction,5,,0,
169208,Kerala,Trivandrum,Locality_215,Villa,2,2531,333.58,0.13,1993,Semi-furnished,15,4,32,4,9,,No,Yes,"Gym, Garden, Playground, Clubhouse",South,Builder,Under_Construction,32,,0,
83159,West Bengal,Kolkata,Locality_205,Villa,5,2153,271.78,0.13,2006,Semi-furnished,4,23,19,3,1,,Yes,Yes,"Clubhouse, Gym, Pool, Garden",South,Owner,Ready_to_Move,19,,0,
51710,Chhattisgarh,Raipur,Locality_266,Independent House,1,4964,175.77,0.04,2021,Furnished,15,11,4,5,3,,Yes,No,Clubhouse,East,Owner,Ready_to_Move,4,,0,
8639,Assam,Silchar,Locality_315,Independent House,3,3050,49.71,0.02,2016,Furnished,25,26,9,3,2,,No,Yes,"Gym, Garden, Playground",North,Broker,Under_Construction,9,,0,
145739,Kerala,Kochi,Locality_141,Independent House,1,3487,248.17,0.07,1995,Semi-furnished,26,26,30,2,2,,No,Yes,Playground,West,Owner,Ready_to_Move,30,,0,
84966,Haryana,Gurgaon,Locality_433,Apartment,4,976,58.92,0.06,2016,Furnished,4,27,9,3,8,,No,No,"Clubhouse, Garden, Gym",North,Owner,Under_Construction,9,,0,
133646,Telangana,Warangal,Locality_127,Apartment,3,4163,434.27,0.1,2009,Semi-furnished,28,8,16,5,5,,Yes,No,"Playground, Gym, Clubhouse",East,Owner,Ready_to_Move,16,,0,
184046,Karnataka,Mangalore,Locality_354,Apartment,2,2650,429.88,0.16,2011,Semi-furnished,28,8,14,8,9,,Yes,No,Pool,North,Builder,Ready_to_Move,14,,0,
177822,Uttar Pradesh,Noida,Locality_310,Villa,3,2967,29.41,0.01,1990,Semi-furnished,27,14,35,7,7,,Yes,Yes,"Playground, Clubhouse",East,Builder,Under_Construction,35,,0,
154934,Tamil Nadu,Chennai,Locality_88,Villa,5,1233,101.02,0.08,2020,Semi-furnished,23,12,5,10,4,,Yes,Yes,Pool,South,Broker,Ready_to_Move,5,,0,
135442,Telangana,Warangal,Locality_252,Apartment,5,2933,73.37,0.03,2002,Semi-furnished,1,1,23,7,9,,Yes,No,"Gym, Garden",South,Broker,Ready_to_Move,23,,0,
198862,Gujarat,Surat,Locality_10,Apartment,3,2455,397.83,0.16,2012,Unfurnished,21,25,13,5,9,,Yes,Yes,"Pool, Playground, Clubhouse, Garden",East,Owner,Ready_to_Move,13,,0,
228745,Kerala,Trivandrum,Locality_497,Apartment,5,2819,411.13,0.15,2009,Semi-furnished,8,6,16,5,3,,Yes,Yes,Garden,South,Builder,Under_Construction,16,,0,
143250,West Bengal,Durgapur,Locality_280,Villa,2,2179,134.96,0.06,2003,Unfurnished,24,17,22,7,1,,Yes,Yes,"Playground, Garden, Gym, Pool",South,Builder,Ready_to_Move,22,,0,
71691,Rajasthan,Jaipur,Locality_399,Apartment,4,1943,47.57,0.02,2019,Furnished,29,23,6,8,7,,No,No,Clubhouse,South,Builder,Ready_to_Move,6,,0,
54909,Haryana,Faridabad,Locality_334,Independent House,3,3215,451.84,0.14,2016,Semi-furnished,4,17,9,1,7,,Yes,Yes,"Playground, Clubhouse, Garden, Pool",South,Builder,Under_Construction,9,,0,
48008,Uttarakhand,Haridwar,Locality_286,Independent House,4,2239,375.88,0.17,2018,Semi-furnished,22,27,7,3,4,,Yes,No,"Playground, Clubhouse",South,Builder,Under_Construction,7,,0,
69671,Bihar,Gaya,Locality_254,Apartment,2,2085,61.9,0.03,2004,Semi-furnished,7,25,21,4,6,,No,No,"Pool, Gym",South,Broker,Ready_to_Move,21,,0,
243209,Assam,Silchar,Locality_177,Independent House,5,1860,240.35,0.13,2011,Semi-furnished,29,30,14,7,7,,Yes,No,"Clubhouse, Pool, Gym",North,Broker,Ready_to_Move,14,,0,
243987,Assam,Silchar,Locality_478,Apartment,3,1350,439.4,0.33,2012,Semi-furnished,10,3,13,4,4,,No,Yes,"Clubhouse, Playground, Pool, Gym, Garden",West,Owner,Under_Construction,13,,0,
10197,Haryana,Faridabad,Locality_376,Apartment,1,4080,161.73,0.04,1998,Furnished,13,17,27,6,6,,No,No,"Pool, Playground, Clubhouse, Gym",West,Broker,Under_Construction,27,,0,
244875,Madhya Pradesh,Indore,Locality_113,Independent House,2,2534,191.66,0.08,2013,Semi-furnished,7,14,12,3,1,,Yes,Yes,"Clubhouse, Playground",East,Builder,Ready_to_Move,12,,0,
245642,Punjab,Ludhiana,Locality_119,Villa,1,1519,158.28,0.1,2015,Unfurnished,16,20,10,9,9,,No,No,"Garden, Gym, Pool",South,Owner,Under_Construction,10,,0,
157412,Maharashtra,Pune,Locality_374,Independent House,1,4473,383.69,0.09,2020,Furnished,7,27,5,8,7,,Yes,Yes,Gym,East,Broker,Ready_to_Move,5,,0,
58844,Delhi,Dwarka,Locality_334,Villa,2,4818,178.51,0.04,1993,Unfurnished,27,16,32,9,4,,Yes,No,"Gym, Playground",North,Builder,Ready_to_Move,32,,0,
108979,Andhra Pradesh,Vijayawada,Locality_455,Villa,1,800,98.56,0.12,2004,Furnished,7,16,21,1,5,,No,No,"Pool, Garden",South,Builder,Ready_to_Move,21,,0,
151632,Telangana,Hyderabad,Locality_376,Villa,3,4562,435.83,0.1,2003,Unfurnished,22,16,22,9,3,,No,Yes,"Garden, Pool",North,Builder,Under_Construction,22,,0,
76916,Maharashtra,Nagpur,Locality_115,Villa,4,748,181.92,0.24,2011,Unfurnished,12,24,14,5,3,,No,No,"Pool, Clubhouse, Playground, Garden, Gym",North,Broker,Under_Construction,14,,0,
67978,Rajasthan,Jodhpur,Locality_451,Independent House,4,3322,184.12,0.06,2002,Furnished,5,12,23,8,2,,No,No,"Playground, Garden, Gym",North,Builder,Ready_to_Move,23,,0,
72060,Kerala,Kochi,Locality_223,Independent House,4,3800,234.35,0.06,2000,Furnished,5,17,25,4,10,,Yes,Yes,"Clubhouse, Pool, Playground, Gym",West,Builder,Ready_to_Move,25,,0,
55220,Punjab,Amritsar,Locality_60,Independent House,3,4806,292.89,0.06,1997,Semi-furnished,0,5,28,6,6,,Yes,Yes,"Clubhouse, Garden, Pool, Playground, Gym",South,Builder,Under_Construction,28,,0,
